text,label
apel solutii trimiterea cauzei spre rejudecare nesolutionarea fondului cauzei privarea partii de un grad de jurisdictie,3
apel solutii trimiterea cauzei spre rejudecare nesolutionarea fondului cauzei privarea partii de un grad de jurisdictie,3
insolventa inchidere procedura in cazul respingerii cererii de deschidere a procedurii insolventei ca efect al admiterii recursului debitoarei efectul substantial al hotararii pronuntate in procedura somatiei de plata asupra procedurii insolve,4
decizie de sanctionare disciplinara stabilirea supraconsumului de motorina,4
actul aditional privind formarea profesionala este nul daca este incheiat pe o perioada mai mare decat cea de ani prevazuta de lege,0
legea nr intelesul termenului de imobil in legatura cu care sa formulat notificarea,3
recurs formulat impotriva incheierii judecatorului delegat la oficiul registrului comertului prin care sa mentionat schimbarea sediului social exceptia lipsei de interes a recursului formulat de o societate care are calitatea de tert fata de socie,4
egea nr privind procedura insolventei cererea de autorizare a comitetului creditorilor de atragere a raspunderii intemeiate pe dispozart din lege,4
legea nr privind procedura insolventei actiunea comitetului creditorilor de atragere a raspunderii intemeiate pe dispozart din lege recurs formulat in nume propriu de reprezentantul comitetului creditorilor exceptia lipsei calitatii p,4
procedura insolventei cererea de angajare a raspunderii administratorilor pentru acoperirea diferentei de pasiv raspundere civila delictuala conditii,4
act administrativ fiscal chitanta de plata a taxei de prima inmatriculare anulare nelegalitate,0
legea nr privind procedura insolventei cererea de autorizare a comitetului creditorilor de atragere a raspunderii intemeiate pe dispozart din lege,4
judecata nu poate avea loc decat in prezenta inculpatului cand acesta se afla in stare de detinereaducerea inculpatului arestat la judecata este obligatorie,3
emiterea adeverintei de stagiu starea de insolventa a ultimului angajator,2
achizitii publice oferta declarata neconforma cerere de completare si precizare a plangerii initiale prin care sa solicitat anularea deciziei consiliului national de solutionare a contestatiilor inadmisibilitate,1
act de sesizare a instantei formulat de curtea de conturi in temeiul dispozitiilor legii nr respins ca inadmisibil netemeinicie,0
act administrativ fiscal emis de un organ necompetent analizarea legalitatii inainte ca acesta sa fi fost analizat in cadrul contestatiei administrativ obligatorii,0
caile de atac ordinareapeluljudecarea apelului,3
necompetenta functionala a unei sectii inadmisibilitatea recursului,3
nulitate absoluta contract de renta viagera pentru error in negotium,1
art cod procedura penala criterii de apreciere a prejudiciului moral caracterul nelegal al privarii de libertate nu se raporteaza numai la dispozitiile art si teza i cod procedura penala ci si in cazul terminarii procesului penal pri,3
nulitatea contractului de donatie pentru lipsa intentiei de a gratifica cauza,1
criterii de apreciere cu privire la cuantumul despagubirilor morale acordate potrivit art cod procedura penala pentru arestarea nelegala ca urmare a revocarii decretului de gratiere,3
faliment radierea din registrul comertului a societatii comerciale aflate in procedura insolventei,2
contestatia la creantele inscriseneinscrise in tabelul preliminar al creantelor debitorului aflat in procedura insolventei,2
proces verbal de adjudecare nulitate cerere de interventie principala si accesorie nulitatea actului prin care a fost desemnat lichidatorul societatii de catre administrator,2
lichidare inchiderea procedurii pentru lipsa bunurilor in patrimoniul societatii debitoare obligatiile lichidatorului judiciar lipsa vreunei cererii de atragere a raspunderii membrilor de conducere consecinte,2
caracterul special colectiv al procedurii insolventei impune obligativitatea pronuntarii judecatorului sindic asupra tuturor cererilor cu care a fost investit cereri privind deschiderea procedurii impotriva unui debitor,2
apel contract de reasigurare maritima internationala competenta jurisdictionala a instantelor romane,1
contestatie in anulare procedura insolventei probatoriul necesar pentru deschiderea procedurii insolventei in calea de atac,2
plangerea prevazuta de art c pr pen obiect neintrunirea elementelor constitutive ale unei infractiuni,3
preluarea motivarii instantei de fond nepronuntarea asupra motivelor de apel casare cu trimitere spre rejudecare,3
recurs gestiune colectiva a drepturilor de autor autorizatia licenta neexclusiva natura juridica a actului exceptie de nelegalitate intemeiata pe legea nr admisibilitate invocarea direct in recurs a nulitatii unui act juridic,0
deschiderea procedurii de insolventa starea de insolventa probe,2
deschiderea procedurii insolventei creanta certa refuz de plata,2
latura civila actiune civila privind despagubiri pentru care exista deja text executoriu inadmisibilitate,3
procedura insolventei dreptul creditorului majoritar detinator a cel putin din valoarea creantelor sa hotarasca unilateral desemnarea administratoruluilichidatorului judiciar,2
procedura insolventei calitate procesuala activa in recursul declarat impotriva cererilor formulate in temeiul art din legea nr cereri respinse de catre judecatorul sindic,2
pentru imobilele preluate cu text valabil si evidentiate in patrimoniul unei societati comerciale privatizate notificarea se adreseaza institutiei publice ce a facut privatizarea,4
recurs inadmisibil aplicarea dispozitiilor art indice cod procedura civila raportat la valoarea litigiului dedus judecatii,3
masurile preventive prelungirea duratei arestarii preventive in cursul urmaririi penale,3
masurile preventive prelungirea duratei arestarii preventive in cursul urmaririi penale,3
caile de atac ordinarerecursulcazurile in care se poate face recurs,3
plangere impotriva solutiilor date de procuror solutionare fara atasarea dosarului de urmarire penala trimiterea cauzei spre rejudecare,3
cerere de ridicare a sechestrului asigurator formulata in cursul judecatii contestarea modului de calcul a prejudiciului si achitarea partiala a acestuia consecinte examinarea legalitatii si temeiniciei modului de calcul a prejudici,3
plangere impotriva solutiilor date de procuror persoanele care pot formula plangerea in cazul in care persoana care a formulat plangerea impotriva solutiei data de procuror nu este persoana vatamata prin infractiune si nici nu just,3
liberare provizorie necesitatea examinarii exprese a conditiei prev de art alin c pr pen si indicarii concrete a datelor ce justifica respingerea cererii criteriile de evaluare a temeiniciei cererii de liberare provizorie,3
calitate de reprezentant procura emisa in fata unui notar dintrun stat strain cerinta formala a apostilei exceptie incetarea efectelor unei conventii internationale,3
i procedura insolventei formulare contestatie de catre debitoare si depunere de inscrisuri cu set pentru comunicare creditoarei necomunicarea contestatiei si inscrisurilor creditoarei neexercitarea rolului activ de catre judecatorul sindic,4
procedura insolventei raspunderea patrimoniala a organelor de conducere reglementata de prevederile art din legea nr locul citarii fostilor administratori statutari,4
legea nr privind procedura insolventei cererea de atragere a raspunderii intemeiate pe dispozart din lege formulata de lichidatorul judiciar recurs formulat de catre un creditor exceptia lipsei calitatii procesuale active a recurent,4
legea nr privind procedura insolventei contestatie formulata impotriva respingerii cererii de inscriere a actualizarii declaratiei de creanta tardivitatea formularii contestatiei creditorului intemeiata pe dispozitiile art din lege,4
procedura insolventei vanzare bunuri din averea debitorului conform legii nr incidenta dispozitiilor art alin din legea nr,4
cerere de radiere art din legea nr termen de recurs art alin din legea nr,4
procedura insolventei renuntare la declaratia de creanta formulata ulterior deschiderii procedurii,4
procedura insolventei contestarea caracterului cert al creantei creditoarei art din legea nr,4
conflict de munca avand ca obiect contestatie impotriva unei decizii de sanctionare disciplinara nelegalitatea unei astfel de decizii decurgand din neindeplinirea cerintelor obligatorii impuse de art alin din codul muncii constatarea nulita,3
drept procesual civil implinirea termenului prescriptiei extinctive anterior datei sesizarii instantie de judecata,3
dreptul functiei publice raport de evaluare a functionarului public intocmit cu nerespectarea dispozitiilor art din hotararea de guvern nr,3
contract de concesiune nelegalitatea obligarii unei autoritati publice la incheierea unui contract de concesiune in raport de dispozitiile art din normele metodologice de aplicare a ordonantei de urgenta a guvernului nr aprobate,1
procedura prealabila necesitatea plangerii acesteia in cazul contractelor de delegare a gestiunii serviciului de salubrizare a localitatilor,3
contradictie intre considerente si dispozitiv,3
societati comerciale cerere pentru numirea unui lichidator formulata anterior expirarii termenului de luni prevazut de art alin din legea nr rep si modificata,4
societati comerciale cerere pentru constatarea nulitatii absolute a hotararii agea stabilirea unui termen de de zile in actul constitutiv al societatii pentru exercitarea dreptului de preferinta,4
procedura insolventei calitate procesuala activa in cazul existentei numai a doi creditori si a neconstituirii comitetului creditorilor atragerea raspunderii patrimoniale a unor persoane fizice necesitatea dovedirii faptului ca acestea au cauzat s,4
contract de cont drepturi si obligatii reciproce drepturi ale consumatorilor efectivitatea dreptului de a fi informat asupra operatiunilor efectuate in cont,1
procedura insolventei actiune in anulare transferuri frauduloase formulata de lichidator sub imperiul legii nr act de procedura indeplinit inainte de intrarea in vigoare a legii noi supravietuirea legii vechi,4
procedura insolventei citare doar a persoanelor interesate,4
natura juridica comerciala a contractul subsecvent contractului principal de achizitie publica caracter comercial sau de contencios administrativ,1
procedura insolventei raspunderea reglementata de art din legea nr dovada,4
clauza penala aplicabilitate conditii,1
imbogatire fara justa cauza actio de in rem verso neindeplinire conditii caracterul voluntar si licit al platii,1
oferta reala urmata de consemnatiune nulitate procedura necesitatea unei vatamari,3
societate comerciala contract de vanzarecumparare incheiat de societate consimtamant valabil exprimat nemijlocit iar nu prin mandatar lipsa necesitatii unei procuri autentice pentru reprezentantul legal al societatii,4
autoritate de lucru judecat efecte tranzactie interpretare potrivit intentiei comune a partilor,4
incetare contract prin acordul partilor mutuus dissensus,1
legea nr recurs admis tardivitatea depunerii contestatiei la raportul asupra fondurilor obtinute din lichidare si din incasarea de creante si la planul de distribuire,4
recurs exceptia lipsei calitatii de reprezentant,3
masurile preventive si alte masuri procesuale obligarea de a nu parasi tara,3
masurile preventive si alte masuri procesuale inlocuirea sau revocarea masurilor preventive obligarea de a nu parasi tara,3
competenta de solutionare a actiunii in constatarea nulitatii contractelor de privatizare apartine sectiei civile a tribunalului nu sectiei comerciale deoarece nu se pune in discutie comercialitatea actului sau natura comerciala a contractelor de,1
termenul de contestare a procedurii de atribuire a unui contract de achizitie,1
momentul de la care incepe sa curga termenul de emitere a unei dispozitii de imputare,3
procedura de solutionare a contestatiei in fata consiliului national de solutionare a contestatiilor,3
taxa pentru serviciul public de radiodifuziune hotarare irevocabila a instantei de contencios administrativ prin care sa anulat un act administrativ cu caracter normativ,0
contestatie prevazuta de art alin cod procedura fiscala,3
competenta instantei de contencios administrative de a se pronunta asupra legalitatii actelor si operatiunilor administrative care stau la baza emiterii unui act administrativ,0
suspendare de drept prevazuta de art din legea nr recurs respins,3
legea nr atragerea raspunderii patrimoniale recurs respins,3
legea nr cerere de deschidere a procedurii insolventei respinsa recurs respins,3
legea nr inadmisibilitatea cererii de atragere a raspunderii patrimoniale recurs respins,3
anularea cererii de chemare in judecata recurs respins,3
retragere asociat din societatea cu raspundere limitata,4
opozitia impotriva hotararilor adunarii generale ale societatii comerciale,4
procedura insolventei lipsa calitatii procesuale active in cazul recurentului care nu a fost parte in judecata la prima instanta a cererii de atragere a raspunderii patrimoniale a membrilor organelor de conducere pentru pasivul debitorului,4
procedura insolventei conditiile prevazute de legea speciala pentru atragerea raspunderii patrimoniale a membrilor organelor de conducere pentru pasivul debitorului,4
numirea lichidatorului cerinta justificarii interesului de catre titularul cererii formulate in acest scop,4
actiunea in anularea hotararii arbitrale obiectul judecatii,4
procedura insolventei inexistenta creantei in cazul in care potrivit ordinului intern creditorul avea indatorirea de a nu mai calcula accesoriile debitului principal,4
lege nr din iunie privind cooperarea judiciara internationala in materie penalaprocedura de executare a mandatului european de arestare,3
legea nr modificata prin legea nr privind cooperarea judiciara internationala in materie penala punerea in executare a mandatului european de arestare,3
recurs amanarea executarii pedepsei inchisorii sau a detentiunii pe viata,3
recurs incidenta cazului de casare prevazut de art pct din cpp omisiunea instantei de se pronunta cu privire la toate motivele de apel invocate trimiterea cauzei pentru rejudecarea apelului,3
cazurile in care se poate face recurs incidenta cazului de casare prevde art alin pct din codul de procedura penala,3
prorogarea legala de competenta in situatia incalcarii normelor de competenta absoluta,4
interpretarea dispozitiilor art liti din codul de procedura civila cu privire la incalcarea dispozitiilor imperative ale legii,3
contract de privatizare neindeplinirea obligatiei de majorare a capitalului social cu valoarea terenurilor pentru care sa emis certificat de atestare a drepturilor de proprietate,4
conditiile antrenarii raspunderii speciale intemeiate pe dispozitiile art lit c si d din legea nr privind procedura insolventei,4
dreptul la recurs prezinta o exclusiva componenta procesuala,3
casarea cu trimitere a hotararii datorata nesolutionarii cauzei in fond proces echitabil,4
legea nr din iunie privind cooperarea judiciara internationala in materie penala procedura de executare a mandatului european de arestare,3
recurs cerere de intrerupere a executarii pedepsei,3
recurs pronuntarea pe fond a unei noi solutii de condamnare avand in vedere incidenta cazurilor de casare prevazute de art alin pct si pct din codul de procedura penala,3
recurs inadmisibilitatea recursului inculpatului pe latura penala intrucat prin epuizarea cailor ordinare de atac hotararea de condamnare a ramas definitiva,3
recurs inadmisibilitatea recursului inculpatului pe latura penala intrucat prin epuizarea cailor ordinare de atac hotararea de condamnare a ramas definitiva,3
inexistenta unei dispozitii legale care sa impuna obligarea paratei la incheierea unui contract de concesiune pentru terenul aferent unui apartament dobandit de parata,1
exequator stabilirea legii aplicabile in raport de data pronuntarii hotararii a caror recunoastere se solicita,3
recurs incidenta dispart pct din codul de procedura penala,3
declinarea competentei in raport de dispozitiile artxxiv din legea nr,3
recurs inlocuirea masurii arestarii preventive cu masura obligarii de a nu parasi localitatea in baza art cod procedura penala,3
infractiuni prevazute de legi speciale legea nr,3
cazurile in care se poate face recurs incidenta cazului de casare prevde art alin pct din codul de procedura penala,3
actiune in evacuarea chiriasilor aflati in ipoteza reglementata de art din oug nr prevalenta jurisprudentei instantei europene in materie,1
art cp modalitatea de sesizare a instantei anterior intrarii in vigoare a legii,3
admiterea plingerii si trimiterea cauzei la primprocuror pentru motivare inadmisibilitatea acestei solutii fata de dispozitiile art ind al cpp,3
procedura insolventei raspunderea administratorului social,2
procedura insolventei,2
anulare act administrativ emis de autoritate publica locala,0
procedura insolventei srl,2
anulare hotarare aga,4
efectele termenului de de zile prevazut la art alin din legea,1
amanare hotarare aga,4
gresita conexare a cauza si gresita dobandire a calitatii de inculpat ca urmare a admiterii plangerii art al lit a c p p casare cu trimitere pentru respectarea art c p p,3
contestatie impotriva dispozitiei primarului prin care sa respins restituirea in natura a imobilului in baza legii,0
faliment,2
acte ale autoritatilor publice,0
acte ale autoritatilor publice,0
contract de leasing,1
societati comerciale,4
acte ale autoritatilor publice,0
deschidere procedura insolventa,2
deschiderea procedurii insolventei,2
contract de vanzarecumparare,1
nulitate absoluta a obiectului de activitate a societatii comerciale,4
despagubiri contractuale,1
obligare incheiere contract in forma autentica,1
constatare a nulitatii absolute a clauzei privind onorariul de succes din contractul de asistenta juridica,1
instrainarea si dobandirea terenurilor prin acte juridice intre vii doar prin incheierea ad validitatem a actului in forma autentica,1
procedura insolventa,4
cerere cu valoare redusa cerere de restituire a unui imprumut formulata inainte de termenul scadent,1
comtencios administrativ si fiscal,0
contencios administrativ si fiscal,0
procedura insolventei,4
anulare act emis de autoritati publice locale,0
faliment,2
litigiu cu profesionisti,4
litigiu privind functionarii publici,0
litigiu contencios administrativ si fiscal,0
anulare partiala dispozitie emisa de viceprimar si obligarea acestuia la,0
litigiu cu profesionisti,4
litigiu cu profesionisti,4
schimbarea incadrarii juridice in apel obligatia instantei de a pronunta o pedeapsa in baza noii incadrari juridice,3
dezbaterea cauzei in fond cerere de schimbare a incadrarii juridice formulata prin notele de concluzii scrise dar nesustinute oral obligatia instantei de a pune cererea in discutia partilor,3
repunere in termen art c pr pen conditii,3
act administrativ nelegal incalcarea transparentei decizionale in administratia publica,0
reprezentarea statului in procesele privind imobilele aflate in labell privat al unitatilor administrativ teritoriale,3
drept procesual civil nemotivare hotarare consecinte,3
declarare recurs calitate procesuala activa,3
recurs obiectul cererii de recurscritici aduse exclusiv hotararii primei instante efecte,3
contract comercial actiune in constatarea nulitatii absolute competenta materiala nelegalitate,2
reorganizare judiciara si faliment declaratie de creanta conditii de admisibilitate aplicarea gresita a legii,2
reorganizare judiciara si faliment dizolvare de drept potrivit legii nr lichidare aplicarea gresita a legii,2
exceptia de nelegalitate prevazuta de art alin din legea nr aplicabilitate,0
act administrativ nelegal incalcarea transparentei decizionale in administratia publica,0
rejudecarea cauzei dupa desfiintarea sentintei in apel limitele rejudecarii obligatia instantei de rejudecare,3
recursul declarat de parchet omisso medio inadmisibilitate,3
contracte speciale contract de vanzarecumparare cu clauza de intretinere transformarea executarii in natura a contractului in plata unor sume de bani posibilitate,1
judecata reorganizare judiciara si faliment reprezentarea debitorului in cadrul procedurii dispozitii aplicabile consecinte,3
societate comerciala dizolvare pentru nepreschimbarea certificatului de inmatriculare si certificatului fiscal cu noul certificat de inregistrare continand codul unic de inregistrare faliment dispozitii aplicabile,2
reorganizare judiciara si faliment angajarea raspunderii administratorilor ulterior inchiderii procedurii,2
cerere pentru obligarea unui consiliu local de a emite hotarare conform og nr inadmisibilitate,0
indreptarea erorii materiale conditii de aplicabilitate ipoteza,3
reorganizare judiciara si faliment angajarea raspunderii administratorilor ulterior incheierii procedurii inadmisibilitate,2
neprezentarea materialului de urmarire penala ori de cate ori sunt administrate probe noi consecinte,3
incalcarea principiilor obligatorii privind derularea cercetarii judecatoresti de catre instanta de fond consecinte,3
cerere de schimbare a incadrarii juridice respingerea cererii inainte de solutionarea cauzei in fond antepronuntare,3
apel soutie de admitere agravarea situatiei in propria cale de atac,3
contract de vanzarecumparare plata pretului dovada,1
legitimare procesuala activa neindicarea numelui reclamantului consecinte,3
recurs impotriva incheierii prin care cauza a fost transpusa la completul specializat in judecarea litigiilor de dreptul muncii inadmisibilitate,3
recurs motivul prevazut de art pct c pr civ judecator incompatibil in apel,3
dizolvare societate comerciala pentru nepreschimbarea certificatului de inamatriculare si certificatului fiscal cu noul certificat de inregistrare continand codul unic de inregistrare numirea lichidatorului pentru derularea procedurii de lichidare,4
recurs comercial termen de exercitare dispozitii speciale in materia radierii societatilor comerciale,3
reorganizare judiciara si faliment antrenarea raspunderii administratorului conditii,2
reorganizare judiciara si faliment inchiderea procedurii in temeiul art din legea nr republicata conditii cerinte pentru angajarea raspunderii administratorilor utilizarea fondului de lichidare,2
reorganizare judiciara si faliment actiune pentru anularea transferului patrimonial conditii pretul ca obiect al obligatiei cumparatorului trasaturi,2
plan urbanistic zonal refuz de eliberare a certificatului de urbanism drept de proprietate incalcat,0
cerere de schimbare a incadrarii juridice solutionarea cererii inainte de solutionarea cauzei in fond antepronuntare,3
recurs motive de recurs omisiunea instantei de apel de a se pronunta asupra unor cereri esentiale pentru parti de natura sa garanteze drepturile lor si sa influenteze solutia procesului,3
intreruperea executarii pedepsei data de la care hotararea judecatoreasca produce efecte juridice,3
imobil care nu intra sub incidenta legii nr vandut chiriasilor nulitatea absoluta a contractului de vanzarecumparare,1
desfiintarea hotararilor primei instante cu trimitere spre rejudecare interpretarea dispozitiilor art alin c pr civ,3
drept procesual civil hotarare irevocabila efecte cerere noua in sensul art alin c pr civ,3
reorganizare judiciara si faliment inchiderea procedurii ipoteza conditii,4
reorganizare judiciara si faliment antrenarea raspunderii membrilor organelor de conducere ale debitorului falit inaplicabilitatea dispozitiilor art alin din legea nr,4
reorganizare judiciara si faliment actiune pentru anularea transferului patrimonial conditii aplicarea gresita a legii,4
reorganizare judiciara si faliment creante preluate la datoria publica dispozitii aplicabile,2
reorganizare judiciara inchiderea procedurii in temeiul art din legea nr republicata conditii,2
reorganizare judiciara si faliment antrenarea raspunderii administratorului cerinte legale ipoteza,2
judecata aplicarea legii civile in timp principii fundamentale aplicarea gresita a legii,2
drept procesual penal urmarie penala nulitati,3
functionar public sanctiune disciplinara nelegalitate,0
actiune care priveste un drept real imobiliar cale de atac,3
refuzul autoritatii publice de a comunica in scris informatii de interes public lipsa vatamarii,0
drept procesual penal recurs admisibilitate nulitatea incheierii recurate,3
societate comerciala aflata in lichidare potrivit legii nr republicata cu modificarile ulterioare radiere din registrul comertului legalitatea masurii,4
procedura prealabila caracter obligatoriu,0
informatii de interes public in sensul legii nr comunicarea informatiilor in format electronic,0
drept procesual penal trimiterea in judecata actul de sesizare a instantei rechizitoriul natura juridica a cerintei verificarii rechizitoriului sub aspectul legalitatii si temeiniciei de catre procurorul ierarhic superior restituirea cauzei la p,3
drept procesual civil judecata infatisari si dezbateri transmiterea conventionala a calitatii procesuale pasive in timpul procesului neintroducerea in cauza a dobanditorului imobilului consecinte,3
procedura insolventei contestatie la tabelul preliminar de creante creanta bancara garantata partial consecinte cerere de diminuare a retributiei practicianului,2
procedura insolventei inchiderea procedurii pentru lipsa de resurse cerere de atragere a raspunderii membrilor organelor de conducere conditii,2
procedura insolventei cerere de atragere a raspunderii membrilor organelor de conducere lipsa minutei hotararii judecatoruluisindic consecinte,2
necercetarea fondului litigiului lipsa rol activ casare cu trimitere spre rejudecare,3
contractul de depozit actiunile pe care le poate intenta deponentul,1
repunere in termenul de decadere a caii de atac conditii,3
certificat de vacanta succesorala cerere in nulitate absoluta conditia interesului,3
procedura insolventei contestatie la raportul lichidatorului judiciar propunere de vanzare in bloc a unor bunuri care nu sunt proprietatea debitoarei consecinte,2
procedura insolventei contestatie la tabelul de creante creanta bugetara,2
procedura insolventei contestatie la planul de distribuire intre creditori onorariu aprobat de adunarea creditorilor consecinte,2
procedura insolventei deschiderea procedurii conditii,2
deschiderea procedurii insolventei creanta cesionata de cnas catre avas dar nenotificata debitoarei consecinte,2
procedura insolventei contestatie la tabelul de creante creanta cu mai multi debitori in insolventa consecinte,2
procedura insolventei antrenarea raspunderii administratorului si a asociatilor cerinte legale,2
litigiu comercial motive de casare a hotararii judecatoruluisindic consecinte,3
hotarare judecatoreasca pronuntata in materie comerciala caracter executoriu consecinte,3
apelul cereri esentiale obligatiile instantei de apel,3
recurs casare cu trimitere spre rejudecare obligatia instantei de trimitere,3
procedura insolventei contestatie la tabelul de creante nedepunerea cererii de admitere a creantei in termenul stabilit de judecatorulsindic consecinte,2
anularea actelor frauduloase incheiate de debitor in dauna creditorilor contract de vanzarecumparare conditii,2
cererea de antrenare a raspunderii organelor de conducere legitimare procesuala activa,2
procedura insolventei executarea hotararii de atragere a raspunderii organelor de conducere in cazul in care la masa credala sunt inscrise si creante bugetare,2
acte normative nepublicate in monitorul oficial inexistenta reglementarii,0
drept penal partea generala aplicarea legii penale in timp lege penala mai favorabila,3
transmiterea conventionala a calitatii procesuale pe parcursul litigiului neintroducerea in cauza a dobanditorului imobilului a carui ridicare se solicita consecinte,3
anulare contract de inchiriere exercitarea caii de atac interes,3
societate comerciala dizolvata potrivit legii nr republicata cu modificarile ulterioare radiere din registrul comertului legalitatea masurii,4
contract de arenda nulitate instanta competenta,1
procedura insolventei suspendarea administrarii unui dosar de faliment inadmisibilitate,2
procedura insolventei deschiderea procedurii conventie de reesalonare a datoriei consecinte,2
procedura insolventei acte de executare silita individuala realizate ulterior deschiderii procedurii consecinte,2
anularea actelor frauduloase incheiate de debitor in dauna creditorilor antrecontract de vanzarecumparare inadmisibilitate,2
novatia conditiile realizarii ei,1
recurs impotriva incheierii prin care sa respins cererea de recuzare promovat inainte de solutionarea cauzei in fond prematuritate,3
desfiintarea hotararii cu trimiterea spre rejudecare conditii incalcarea principiului disponibilitatii,3
cerere de sesizare a curtii constitutionale cu exceptia de neconstitutionalitate inadmisibilitate lipsa incheierii consecinte,3
cerere de inscriere mentiuni in registrul comertului societate comerciala avand ca obiect activitati de consultanta juridica legalitatea masurii,4
cerere de radiere sediu social conditii modificarea actiunii in calea de atac recurs declarat de un tert inadmisibilitate,4
constatare nulitate absoluta contract de inchiriere cauza ilicita dovada,1
cerere de inscriere mentiuni in registrul comertului suspendarea procedurii conditii,4
cerere de inscriere mentiuni in registrul comertului indreptarea erorii materiale conditii,4
deschiderea procedurii insolventei la cererea creditorilor conditii data la care se analizeaza existenta acestora,2
procedura insolventei deschidere la cererea creditorilor conditii,2
drept procesual penal partea generala masuri preventive,3
renuntarea la judecata cererii de chemare in judecata retragerea caii de atac distinctie,3
hotarare judecatoreasca aratarea motivelor care au format convingerea instantei pe calea indreptarii de eroare materiala admisibilitate,3
principiul unitatii folosirii unei cai de atac inadmisibilitatea recursului impotriva unei hotarari irevocabile date in recurs,3
obligatii comerciale efectul conventiilor forta obligatorie a contractului dovada,1
deschiderea procedurii insolventei la cererea creditorilor blocaj financiar irelevanta,2
deschiderea procedurii insolventei la cererea creditorilor creanta in litigiu consecinte,2
procedura insolventei cererea creditorului unic pentru autorizarea introducerii actiunii in raspundere contestatie la tabelul de creante cerere noua in recurs consecinte,2
procedura insolventei inchidere ca urmare a lichidarii tuturor bunurilor contestatie la tabelul de creante,2
procedura insolventei antrenarea raspunderii fostului administrator social cerinte legale,2
procedura insolventei cerere de antrenare a raspunderii administratorilor rolul activ al judecatoruluisindic limite,2
procedura insolventei convocarea adunarii creditorilor conditii nedezvoltarea motivelor de recurs consecinte,2
procedura insolventei desemnarea administratoruluilichidatorului judiciar provizoriu conditii,2
hotarare arbitrala investire cu formula executorie conditii,3
somatie de plata cerere in anulare instanta competenta,4
somatie de plata pretentii comerciale instanta competenta,3
apel cerere de desfiintare cu trimitere spre rejudecare la prima instanta solutie de schimbare a sentintei in sensul respingerii cererii de chemare in judecata legalitate,3
calificarea caii de atac in functie de valoarea imobilului criterii,3
lipsa incheierii de amanare a pronuntarii nulitatea hotararii,3
recurs impotriva incheierii prin care sa recalificat calea de atac inadmisibilitatea promovarii lui pe cale separata in nu odata cu fondul,3
adunarea generala a asociatilor neconvocarea de catre administratori consecinte cererea asociatului de autorizare a convocarii adunarii generale,4
hotararea adunarii generale a asociatilor conditii de convocare excluderea unui asociat consecinte,4
societate comerciala dizolvata pentru nedepunerea situatiilor financiare anuale existenta unor datorii irelevanta,4
refuz de eliberare a certificatului fiscal lipsa dreptului vatamat,0
cerere in obligatie de a face si evacuare calea de atac impotriva sentintei recurs la recurs admisibilitate,3
adunarea generala a actionarilor modificarea actului constitutiv nerespectarea obligatiei de informare a actionarilor consecinte,4
litigiu comercial evaluabil in bani conciliere directa prealabila conditii,4
cerere de recurs perimare cerere de repunere pe rol anulata ca netimbrata consecinte,3
renuntare la judecata renuntare la drept deosebiri consecinte,3
procedura insolventei inchidere inainte de executarea hotararii de antrenare a raspunderii patrimoniale a administratorului social admisibilitate,2
societate comerciala pe actiuni tranzactie judiciara incheiata cu o alta societate in care presedintele consiliului de administratie detine functia de administrator conditii,4
procedura insolventei inchidere ca urmare a lichidarii bunurilor falitei neconvocarea adunarii creditorilor si necomunicarea raportului final consecinte,2
procedura insolventei conditiile pentru deschidere incalcarea principiului disponibilitatii consecinte,2
radierea unei societati comerciale din registrul comertului dizolvare fara lichidare conditii,4
dosar inregistrat la sectia civila a tribunalului scoatere de pe rol si trimitere la sectia comerciala cale de atac,3
procedura insolventei contestatie la tabelul de creante creditor care nu se regaseste pe lista creditorilor anexata de debitor cererii de deschidere a procedurii de insolventa consecinte,2
procedura insolventei contestatie la tabelul de creante existenta unei hotarari judecatoresti irevocabile anterioare consecinte cerere de acoperire de catre practician a prejudiciului cauzat creditorilor,1
revizuire promovata de o terta persoana inadmisibilitate,2
actiune intemeiata pe prevederile art din legea nr calitate procesuala pasiva,3
lamurire de dispozitiv cerere nefondata,3
hotarare de intrare in faliment conditii pentru suspendarea executarii,2
hotarare judecatoreasca cale de atac indreptata impotriva considerentelor inadmisibilitate,3
procedura insolventei conditii pentru angajarea raspunderii organelor de conducere,4
sechestru judiciar conditii pentru instituire,4
actiune in contencios administrativ lipsa unui drept vatamat in sensul art alin din legea nr,0
hotarare judecatoreasca definitiva in apel neevocare fond revizuire admisibilitate,3
recurs impotriva incheierii prin care sa dispus transpunerea cauzei de la un complet de judecata la altul inadmisibilitate,3
suspendarea judecatii in baza art indice c proc civ conditii,3
incidenta dispozitiilor art c civ nu este exclusa daca intro cerere in realizare se invoca autoritatea de lucru judecat rezultata dintro hotarare data asupra unei cereri in constatare,3
societate comerciala adunarea generala a asociatilor nerespectarea obligatiei de informare consecinte,4
procedura insolventei conditiile formularii actiunii in raspundere existenta unor bunuri in averea debitoarei consecinte,2
anularea actelor frauduloase incheiate de debitor in dauna creditorilor hotarare a adunarii generale a asociatilor inadmisibilitate,4
act administrativ nemotivat existenta dreptului vatamat,0
cadru procesual obligatia institutiei de a pune in discutie formarea acestuia,3
inscriere de mentiuni in registrul comertului adresa de infiintare a popririi conditii,4
litigiu comercial procedura concilierii directe neparcurgere consecinte,4
procedura insolventei contestatie la tabelul de creante creanta nescadenta consecinte,2
